TimeStamp,Unit,,,TimeStamp,,Values
16:13:06.209 -> 95.7,kPa,,,13:06.2,->,95.7
16:13:06.349 -> 97.7,kPa,,,13:06.3,->,97.7
16:13:06.443 -> 99.6,kPa,,,13:06.4,->,99.6
16:13:06.537 -> 97.7,kPa,,,13:06.5,->,97.7
16:13:06.630 -> 97.7,kPa,,,13:06.6,->,97.7
16:13:06.724 -> 99.6,kPa,,,13:06.7,->,99.6
16:13:06.818 -> 97.7,kPa,,,13:06.8,->,97.7
16:13:06.927 -> 97.7,kPa,,,13:06.9,->,97.7
16:13:07.021 -> 95.7,kPa,,,13:07.0,->,95.7
16:13:07.162 -> 89.9,kPa,,,13:07.2,->,89.9
16:13:07.255 -> 89.9,kPa,,,13:07.3,->,89.9
16:13:07.349 -> 91.8,kPa,,,13:07.3,->,91.8
16:13:07.443 -> 91.8,kPa,,,13:07.4,->,91.8
16:13:07.537 -> 89.9,kPa,,,13:07.5,->,89.9
16:13:07.630 -> 87.9,kPa,,,13:07.6,->,87.9
16:13:07.724 -> 87.9,kPa,,,13:07.7,->,87.9
16:13:07.865 -> 82.1,kPa,,,13:07.9,->,82.1
16:13:07.959 -> 82.1,kPa,,,13:08.0,->,82.1
16:13:08.052 -> 80.1,kPa,,,13:08.1,->,80.1
16:13:08.162 -> 80.1,kPa,,,13:08.2,->,80.1
16:13:08.255 -> 35.2,kPa,,,13:08.3,->,35.2
16:13:08.349 -> -1.9,kPa,,,13:08.3,->,-1.9
16:13:08.443 -> -1.9,kPa,,,13:08.4,->,-1.9
16:13:08.584 -> 0.0,kPa,,,13:08.6,->,0
16:13:08.632 -> -1.9,kPa,,,13:08.6,->,-1.9
16:13:08.726 -> -1.9,kPa,,,13:08.7,->,-1.9
16:13:08.867 -> 0.0,kPa,,,13:08.9,->,0
16:13:08.961 -> -1.9,kPa,,,13:09.0,->,-1.9
16:13:09.055 -> 0.0,kPa,,,13:09.1,->,0
16:13:09.338 -> 0.0,kPa,,,13:09.3,->,0
16:13:09.432 -> 0.0,kPa,,,13:09.4,->,0
16:13:09.574 -> 0.0,kPa,,,13:09.6,->,0
16:13:09.669 -> -1.9,kPa,,,13:09.7,->,-1.9
16:13:09.766 -> 0.0,kPa,,,13:09.8,->,0
16:13:09.861 -> 0.0,kPa,,,13:09.9,->,0
16:13:09.973 -> 0.0,kPa,,,13:10.0,->,0
