TimeStamp,,,,TimeStamp,,Values_At_45
17:20:41.069 -> 78.2210.00,,,,20:41.1,->,78.2210.00
17:20:41.165 -> 78.2210.00,,,,20:41.2,->,78.2210.00
17:20:41.259 -> 78.2210.00,,,,20:41.3,->,78.2210.00
17:20:41.353 -> 78.2210.00,,,,20:41.4,->,78.2210.00
17:20:41.447 -> 78.2211.00,,,,20:41.4,->,78.2211.00
17:20:41.540 -> 80.1211.00,,,,20:41.5,->,80.1211.00
17:20:41.634 -> 80.1211.00,,,,20:41.6,->,80.1211.00
17:20:41.728 -> 80.1212.00,,,,20:41.7,->,80.1212.00
17:20:41.868 -> 82.1212.00,,,,20:41.9,->,82.1212.00
17:20:41.962 -> 82.1211.00,,,,20:42.0,->,82.1211.00
17:20:42.058 -> 80.1210.00,,,,20:42.1,->,80.1210.00
17:20:42.152 -> 78.2210.00,,,,20:42.2,->,78.2210.00
17:20:42.247 -> 78.2208.00,,,,20:42.2,->,78.2208.00
17:20:42.342 -> 74.3208.00,,,,20:42.3,->,74.3208.00
17:20:42.482 -> 74.3210.00,,,,20:42.5,->,74.3210.00
17:20:42.578 -> 78.2210.00,,,,20:42.6,->,78.2210.00
17:20:42.672 -> 78.2210.00,,,,20:42.7,->,78.2210.00
17:20:42.766 -> 78.2210.00,,,,20:42.8,->,78.2210.00
17:20:42.865 -> 78.2210.00,,,,20:42.9,->,78.2210.00
17:20:42.957 -> 78.2210.00,,,,20:43.0,->,78.2210.00
17:20:43.050 -> 78.2210.00,,,,20:43.1,->,78.2210.00
17:20:43.192 -> 78.2210.00,,,,20:43.2,->,78.2210.00
17:20:43.287 -> 78.2210.00,,,,20:43.3,->,78.2210.00
17:20:43.381 -> 78.2209.00,,,,20:43.4,->,78.2209.00
17:20:43.477 -> 76.2210.00,,,,20:43.5,->,76.2210.00
17:20:43.572 -> 78.2209.00,,,,20:43.6,->,78.2209.00
17:20:43.666 -> 76.2210.00,,,,20:43.7,->,76.2210.00
17:20:43.762 -> 78.2209.00,,,,20:43.8,->,78.2209.00
17:20:43.858 -> 76.2210.00,,,,20:43.9,->,76.2210.00
17:20:44.000 -> 78.2209.00,,,,20:44.0,->,78.2209.00
17:20:44.081 -> 76.2209.00,,,,20:44.1,->,76.2209.00
17:20:44.168 -> 76.2209.00,,,,20:44.2,->,76.2209.00
17:20:44.289 -> 76.2210.00,,,,20:44.3,->,76.2210.00
17:20:44.384 -> 78.2210.00,,,,20:44.4,->,78.2210.00
17:20:44.481 -> 78.2211.00,,,,20:44.5,->,78.2211.00
17:20:44.575 -> 80.1211.00,,,,20:44.6,->,80.1211.00
17:20:44.670 -> 80.1211.00,,,,20:44.7,->,80.1211.00
17:20:44.766 -> 80.1210.00,,,,20:44.8,->,80.1210.00
17:20:44.893 -> 78.2210.00,,,,20:44.9,->,78.2210.00
17:20:44.988 -> 78.2209.00,,,,20:45.0,->,78.2209.00
17:20:45.083 -> 76.2209.00,,,,20:45.1,->,76.2209.00
17:20:45.177 -> 76.2208.00,,,,20:45.2,->,76.2208.00
17:20:45.272 -> 74.3209.00,,,,20:45.3,->,74.3209.00
17:20:45.416 -> 76.2209.00,,,,20:45.4,->,76.2209.00
17:20:45.511 -> 76.2209.00,,,,20:45.5,->,76.2209.00
17:20:45.606 -> 76.2209.00,,,,20:45.6,->,76.2209.00
17:20:45.700 -> 76.2210.00,,,,20:45.7,->,76.2210.00
17:20:45.796 -> 78.2210.00,,,,20:45.8,->,78.2210.00
17:20:45.890 -> 78.2210.00,,,,20:45.9,->,78.2210.00
17:20:45.984 -> 78.2209.00,,,,20:46.0,->,78.2209.00
17:20:46.080 -> 76.2211.00,,,,20:46.1,->,76.2211.00
17:20:46.207 -> 80.1210.00,,,,20:46.2,->,80.1210.00
17:20:46.301 -> 78.2210.00,,,,20:46.3,->,78.2210.00
17:20:46.395 -> 78.2210.00,,,,20:46.4,->,78.2210.00
17:20:46.492 -> 78.2209.00,,,,20:46.5,->,78.2209.00
17:20:46.588 -> 76.2209.00,,,,20:46.6,->,76.2209.00
17:20:46.681 -> 76.2210.00,,,,20:46.7,->,76.2210.00
17:20:46.808 -> 78.2209.00,,,,20:46.8,->,78.2209.00
17:20:46.903 -> 76.2209.00,,,,20:46.9,->,76.2209.00
17:20:46.997 -> 76.2210.00,,,,20:47.0,->,76.2210.00
17:20:47.124 -> 78.2210.00,,,,20:47.1,->,78.2210.00
17:20:47.219 -> 78.2210.00,,,,20:47.2,->,78.2210.00
17:20:47.314 -> 78.2210.00,,,,20:47.3,->,78.2210.00
17:20:47.413 -> 78.2210.00,,,,20:47.4,->,78.2210.00
17:20:47.505 -> 78.2210.00,,,,20:47.5,->,78.2210.00
17:20:47.600 -> 78.2211.00,,,,20:47.6,->,78.2211.00
17:20:47.695 -> 80.1210.00,,,,20:47.7,->,80.1210.00
17:20:47.852 -> 78.2210.00,,,,20:47.9,->,78.2210.00
17:20:47.931 -> 78.2210.00,,,,20:47.9,->,78.2210.00
17:20:48.026 -> 78.2209.00,,,,20:48.0,->,78.2209.00
17:20:48.122 -> 76.2210.00,,,,20:48.1,->,76.2210.00
17:20:48.217 -> 78.2209.00,,,,20:48.2,->,78.2209.00
17:20:48.315 -> 76.2210.00,,,,20:48.3,->,76.2210.00
17:20:48.407 -> 78.2210.00,,,,20:48.4,->,78.2210.00
17:20:48.502 -> 78.2210.00,,,,20:48.5,->,78.2210.00
17:20:48.644 -> 78.2210.00,,,,20:48.6,->,78.2210.00
17:20:48.740 -> 78.2210.00,,,,20:48.7,->,78.2210.00
17:20:48.835 -> 78.2211.00,,,,20:48.8,->,78.2211.00
17:20:48.930 -> 80.1210.00,,,,20:48.9,->,80.1210.00
17:20:49.024 -> 78.2210.00,,,,20:49.0,->,78.2210.00
17:20:49.120 -> 78.2210.00,,,,20:49.1,->,78.2210.00
17:20:49.214 -> 78.2209.00,,,,20:49.2,->,78.2209.00
17:20:49.309 -> 76.2209.00,,,,20:49.3,->,76.2209.00
17:20:49.452 -> 76.2209.00,,,,20:49.5,->,76.2209.00
17:20:49.547 -> 76.2208.00,,,,20:49.5,->,76.2208.00
17:20:49.642 -> 74.3208.00,,,,20:49.6,->,74.3208.00
17:20:49.736 -> 74.3208.00,,,,20:49.7,->,74.3208.00
17:20:49.831 -> 74.3208.00,,,,20:49.8,->,74.3208.00
17:20:49.927 -> 74.3209.00,,,,20:49.9,->,74.3209.00
17:20:50.022 -> 76.2209.00,,,,20:50.0,->,76.2209.00
17:20:50.118 -> 76.2209.00,,,,20:50.1,->,76.2209.00
17:20:50.261 -> 76.2210.00,,,,20:50.3,->,76.2210.00
17:20:50.356 -> 78.2209.00,,,,20:50.4,->,78.2209.00
17:20:50.452 -> 76.2211.00,,,,20:50.5,->,76.2211.00
17:20:50.548 -> 80.1210.00,,,,20:50.5,->,80.1210.00
17:20:50.643 -> 78.2210.00,,,,20:50.6,->,78.2210.00
17:20:50.738 -> 78.2210.00,,,,20:50.7,->,78.2210.00
17:20:50.832 -> 78.2210.00,,,,20:50.8,->,78.2210.00
17:20:50.927 -> 78.2210.00,,,,20:50.9,->,78.2210.00
17:20:51.069 -> 78.2208.00,,,,20:51.1,->,78.2208.00
17:20:51.163 -> 74.3207.00,,,,20:51.2,->,74.3207.00
17:20:51.258 -> 72.3204.00,,,,20:51.3,->,72.3204.00
17:20:51.352 -> 66.4206.00,,,,20:51.4,->,66.4206.00
17:20:51.447 -> 70.3209.00,,,,20:51.4,->,70.3209.00
17:20:51.542 -> 76.2210.00,,,,20:51.5,->,76.2210.00
17:20:51.637 -> 78.2209.00,,,,20:51.6,->,78.2209.00
17:20:51.732 -> 76.2209.00,,,,20:51.7,->,76.2209.00
17:20:51.874 -> 76.2208.00,,,,20:51.9,->,76.2208.00
17:20:51.969 -> 74.3205.00,,,,20:52.0,->,74.3205.00
17:20:52.065 -> 68.4207.00,,,,20:52.1,->,68.4207.00
17:20:52.160 -> 72.3209.00,,,,20:52.2,->,72.3209.00
17:20:52.254 -> 76.2209.00,,,,20:52.3,->,76.2209.00
17:20:52.349 -> 76.2209.00,,,,20:52.3,->,76.2209.00
17:20:52.477 -> 76.2209.00,,,,20:52.5,->,76.2209.00
17:20:52.559 -> 76.2210.00,,,,20:52.6,->,76.2210.00
17:20:52.651 -> 78.2209.00,,,,20:52.7,->,78.2209.00
17:20:52.745 -> 76.2210.00,,,,20:52.7,->,76.2210.00
17:20:52.841 -> 78.2210.00,,,,20:52.8,->,78.2210.00
17:20:52.983 -> 78.2210.00,,,,20:53.0,->,78.2210.00
17:20:53.078 -> 78.2209.00,,,,20:53.1,->,78.2209.00
17:20:53.173 -> 76.2209.00,,,,20:53.2,->,76.2209.00
17:20:53.268 -> 76.2208.00,,,,20:53.3,->,76.2208.00
17:20:53.363 -> 74.3208.00,,,,20:53.4,->,74.3208.00
17:20:53.459 -> 74.3208.00,,,,20:53.5,->,74.3208.00
17:20:53.554 -> 74.3208.00,,,,20:53.6,->,74.3208.00
17:20:53.698 -> 74.3208.00,,,,20:53.7,->,74.3208.00
17:20:53.778 -> 74.3209.00,,,,20:53.8,->,74.3209.00
17:20:53.873 -> 76.2209.00,,,,20:53.9,->,76.2209.00
17:20:53.969 -> 76.2209.00,,,,20:54.0,->,76.2209.00
17:20:54.064 -> 76.2209.00,,,,20:54.1,->,76.2209.00
17:20:54.158 -> 76.2210.00,,,,20:54.2,->,76.2210.00
17:20:54.299 -> 78.2210.00,,,,20:54.3,->,78.2210.00
17:20:54.393 -> 78.2210.00,,,,20:54.4,->,78.2210.00
17:20:54.488 -> 78.2209.00,,,,20:54.5,->,78.2209.00
17:20:54.583 -> 76.2210.00,,,,20:54.6,->,76.2210.00
17:20:54.678 -> 78.2209.00,,,,20:54.7,->,78.2209.00
17:20:54.773 -> 76.2209.00,,,,20:54.8,->,76.2209.00
17:20:54.867 -> 76.2211.00,,,,20:54.9,->,76.2211.00
17:20:54.962 -> 80.1209.00,,,,20:55.0,->,80.1209.00
17:20:55.105 -> 76.2210.00,,,,20:55.1,->,76.2210.00
17:20:55.200 -> 78.2209.00,,,,20:55.2,->,78.2209.00
17:20:55.295 -> 76.2209.00,,,,20:55.3,->,76.2209.00
17:20:55.392 -> 76.2210.00,,,,20:55.4,->,76.2210.00
17:20:55.486 -> 78.2211.00,,,,20:55.5,->,78.2211.00
17:20:55.580 -> 80.1210.00,,,,20:55.6,->,80.1210.00
17:20:55.675 -> 78.2211.00,,,,20:55.7,->,78.2211.00
17:20:55.770 -> 80.1211.00,,,,20:55.8,->,80.1211.00
17:20:55.912 -> 80.1212.00,,,,20:55.9,->,80.1212.00
17:20:56.008 -> 82.1211.00,,,,20:56.0,->,82.1211.00
17:20:56.103 -> 80.1211.00,,,,20:56.1,->,80.1211.00
17:20:56.198 -> 80.1211.00,,,,20:56.2,->,80.1211.00
17:20:56.293 -> 80.1210.00,,,,20:56.3,->,80.1210.00
17:20:56.388 -> 78.2209.00,,,,20:56.4,->,78.2209.00
17:20:56.483 -> 76.2209.00,,,,20:56.5,->,76.2209.00
17:20:56.625 -> 76.2209.00,,,,20:56.6,->,76.2209.00
17:20:56.719 -> 76.2210.00,,,,20:56.7,->,76.2210.00
17:20:56.828 -> 78.2209.00,,,,20:56.8,->,78.2209.00
17:20:56.907 -> 76.2210.00,,,,20:56.9,->,76.2210.00
17:20:57.000 -> 78.2210.00,,,,20:57.0,->,78.2210.00
17:20:57.095 -> 78.2209.00,,,,20:57.1,->,78.2209.00
17:20:57.191 -> 76.2209.00,,,,20:57.2,->,76.2209.00
17:20:57.302 -> 76.2209.00,,,,20:57.3,->,76.2209.00
17:20:57.396 -> 76.2209.00,,,,20:57.4,->,76.2209.00
17:20:57.492 -> 76.2209.00,,,,20:57.5,->,76.2209.00
17:20:57.587 -> 76.2209.00,,,,20:57.6,->,76.2209.00
17:20:57.731 -> 76.2210.00,,,,20:57.7,->,76.2210.00
17:20:57.825 -> 78.2209.00,,,,20:57.8,->,78.2209.00
17:20:57.920 -> 76.2210.00,,,,20:57.9,->,76.2210.00
17:20:58.016 -> 78.2210.00,,,,20:58.0,->,78.2210.00
17:20:58.110 -> 78.2209.00,,,,20:58.1,->,78.2209.00
17:20:58.190 -> 76.2210.00,,,,20:58.2,->,76.2210.00
17:20:58.334 -> 78.2210.00,,,,20:58.3,->,78.2210.00
17:20:58.429 -> 78.2210.00,,,,20:58.4,->,78.2210.00
17:20:58.525 -> 78.2211.00,,,,20:58.5,->,78.2211.00
17:20:58.619 -> 80.1211.00,,,,20:58.6,->,80.1211.00
17:20:58.714 -> 80.1211.00,,,,20:58.7,->,80.1211.00
17:20:58.855 -> 80.1210.00,,,,20:58.9,->,80.1210.00
17:20:58.903 -> 78.2211.00,,,,20:58.9,->,78.2211.00
17:20:59.045 -> 80.1210.00,,,,20:59.0,->,80.1210.00
17:20:59.141 -> 78.2210.00,,,,20:59.1,->,78.2210.00
17:20:59.237 -> 78.2210.00,,,,20:59.2,->,78.2210.00
17:20:59.332 -> 78.2209.00,,,,20:59.3,->,78.2209.00
17:20:59.428 -> 76.2210.00,,,,20:59.4,->,76.2210.00
17:20:59.523 -> 78.2210.00,,,,20:59.5,->,78.2210.00
17:20:59.620 -> 78.2209.00,,,,20:59.6,->,78.2209.00
17:20:59.714 -> 76.2209.00,,,,20:59.7,->,76.2209.00
17:20:59.856 -> 76.2210.00,,,,20:59.9,->,76.2210.00
17:20:59.951 -> 78.2211.00,,,,21:00.0,->,78.2211.00
17:21:00.048 -> 80.1210.00,,,,21:00.0,->,80.1210.00
17:21:00.144 -> 78.2210.00,,,,21:00.1,->,78.2210.00
17:21:00.239 -> 78.2210.00,,,,21:00.2,->,78.2210.00
17:21:00.334 -> 78.2209.00,,,,21:00.3,->,78.2209.00
17:21:00.429 -> 76.2209.00,,,,21:00.4,->,76.2209.00
17:21:00.526 -> 76.2210.00,,,,21:00.5,->,76.2210.00
17:21:00.621 -> 78.2209.00,,,,21:00.6,->,78.2209.00
17:21:00.717 -> 76.2209.00,,,,21:00.7,->,76.2209.00
17:21:00.860 -> 76.2209.00,,,,21:00.9,->,76.2209.00
17:21:00.955 -> 76.2209.00,,,,21:01.0,->,76.2209.00
17:21:01.049 -> 76.2210.00,,,,21:01.0,->,76.2210.00
17:21:01.143 -> 78.2209.00,,,,21:01.1,->,78.2209.00
17:21:01.238 -> 76.2209.00,,,,21:01.2,->,76.2209.00
17:21:01.334 -> 76.2210.00,,,,21:01.3,->,76.2210.00
17:21:01.429 -> 78.2210.00,,,,21:01.4,->,78.2210.00
17:21:01.524 -> 78.2210.00,,,,21:01.5,->,78.2210.00
17:21:01.651 -> 78.2211.00,,,,21:01.7,->,78.2211.00
17:21:01.746 -> 80.1211.00,,,,21:01.7,->,80.1211.00
17:21:01.840 -> 80.1211.00,,,,21:01.8,->,80.1211.00
17:21:01.935 -> 80.1211.00,,,,21:01.9,->,80.1211.00
17:21:02.030 -> 80.1211.00,,,,21:02.0,->,80.1211.00
17:21:02.172 -> 80.1210.00,,,,21:02.2,->,80.1210.00
17:21:02.267 -> 78.2209.00,,,,21:02.3,->,78.2209.00
17:21:02.362 -> 76.2209.00,,,,21:02.4,->,76.2209.00
17:21:02.457 -> 76.2209.00,,,,21:02.5,->,76.2209.00
17:21:02.552 -> 76.2210.00,,,,21:02.6,->,76.2210.00
17:21:02.647 -> 78.2209.00,,,,21:02.6,->,78.2209.00
17:21:02.741 -> 76.2210.00,,,,21:02.7,->,76.2210.00
17:21:02.869 -> 78.2210.00,,,,21:02.9,->,78.2210.00
17:21:02.963 -> 78.2210.00,,,,21:03.0,->,78.2210.00
17:21:03.058 -> 78.2210.00,,,,21:03.1,->,78.2210.00
17:21:03.153 -> 78.2210.00,,,,21:03.2,->,78.2210.00
17:21:03.247 -> 78.2210.00,,,,21:03.2,->,78.2210.00
17:21:03.343 -> 78.2210.00,,,,21:03.3,->,78.2210.00
17:21:03.485 -> 78.2210.00,,,,21:03.5,->,78.2210.00
17:21:03.580 -> 78.2209.00,,,,21:03.6,->,78.2209.00
17:21:03.674 -> 76.2209.00,,,,21:03.7,->,76.2209.00
17:21:03.774 -> 76.2209.00,,,,21:03.8,->,76.2209.00
17:21:03.865 -> 76.2210.00,,,,21:03.9,->,76.2210.00
17:21:03.960 -> 78.2211.00,,,,21:04.0,->,78.2211.00
17:21:04.054 -> 80.1210.00,,,,21:04.1,->,80.1210.00
17:21:04.196 -> 78.2211.00,,,,21:04.2,->,78.2211.00
17:21:04.292 -> 80.1212.00,,,,21:04.3,->,80.1212.00
17:21:04.385 -> 82.1211.00,,,,21:04.4,->,82.1211.00
17:21:04.481 -> 80.1211.00,,,,21:04.5,->,80.1211.00
17:21:04.576 -> 80.1209.00,,,,21:04.6,->,80.1209.00
17:21:04.671 -> 76.2207.00,,,,21:04.7,->,76.2207.00
17:21:04.768 -> 72.3207.00,,,,21:04.8,->,72.3207.00
17:21:04.878 -> 72.3208.00,,,,21:04.9,->,72.3208.00
17:21:05.004 -> 74.3209.00,,,,21:05.0,->,74.3209.00
17:21:05.099 -> 76.2210.00,,,,21:05.1,->,76.2210.00
17:21:05.194 -> 78.2210.00,,,,21:05.2,->,78.2210.00
17:21:05.305 -> 78.2210.00,,,,21:05.3,->,78.2210.00
17:21:05.398 -> 78.2210.00,,,,21:05.4,->,78.2210.00
17:21:05.493 -> 78.2210.00,,,,21:05.5,->,78.2210.00
17:21:05.587 -> 78.2211.00,,,,21:05.6,->,78.2211.00
17:21:05.684 -> 80.1210.00,,,,21:05.7,->,80.1210.00
17:21:05.777 -> 78.2210.00,,,,21:05.8,->,78.2210.00
17:21:05.872 -> 78.2210.00,,,,21:05.9,->,78.2210.00
17:21:06.014 -> 78.2210.00,,,,21:06.0,->,78.2210.00
17:21:06.109 -> 78.2210.00,,,,21:06.1,->,78.2210.00
17:21:06.204 -> 78.2209.00,,,,21:06.2,->,78.2209.00
17:21:06.298 -> 76.2210.00,,,,21:06.3,->,76.2210.00
17:21:06.394 -> 78.2210.00,,,,21:06.4,->,78.2210.00
17:21:06.488 -> 78.2210.00,,,,21:06.5,->,78.2210.00
17:21:06.584 -> 78.2210.00,,,,21:06.6,->,78.2210.00
17:21:06.695 -> 78.2211.00,,,,21:06.7,->,78.2211.00
17:21:06.790 -> 80.1211.00,,,,21:06.8,->,80.1211.00
17:21:06.885 -> 80.1210.00,,,,21:06.9,->,80.1210.00
17:21:06.997 -> 78.2211.00,,,,21:07.0,->,78.2211.00
17:21:07.092 -> 80.1211.00,,,,21:07.1,->,80.1211.00
17:21:07.184 -> 80.1211.00,,,,21:07.2,->,80.1211.00
17:21:07.325 -> 80.1211.00,,,,21:07.3,->,80.1211.00
17:21:07.420 -> 80.1211.00,,,,21:07.4,->,80.1211.00
17:21:07.514 -> 80.1211.00,,,,21:07.5,->,80.1211.00
17:21:07.624 -> 80.1209.00,,,,21:07.6,->,80.1209.00
17:21:07.719 -> 76.2208.00,,,,21:07.7,->,76.2208.00
17:21:07.814 -> 74.3210.00,,,,21:07.8,->,74.3210.00
17:21:07.909 -> 78.2210.00,,,,21:07.9,->,78.2210.00
17:21:08.003 -> 78.2210.00,,,,21:08.0,->,78.2210.00
17:21:08.098 -> 78.2211.00,,,,21:08.1,->,78.2211.00
17:21:08.192 -> 80.1210.00,,,,21:08.2,->,80.1210.00
17:21:08.340 -> 78.2209.00,,,,21:08.3,->,78.2209.00
17:21:08.428 -> 76.2210.00,,,,21:08.4,->,76.2210.00
17:21:08.528 -> 78.2210.00,,,,21:08.5,->,78.2210.00
17:21:08.616 -> 78.2209.00,,,,21:08.6,->,78.2209.00
17:21:08.711 -> 76.2210.00,,,,21:08.7,->,76.2210.00
17:21:08.806 -> 78.2209.00,,,,21:08.8,->,78.2209.00
17:21:08.900 -> 76.2209.00,,,,21:08.9,->,76.2209.00
17:21:09.043 -> 76.2209.00,,,,21:09.0,->,76.2209.00
17:21:09.137 -> 76.2210.00,,,,21:09.1,->,76.2210.00
17:21:09.230 -> 78.2211.00,,,,21:09.2,->,78.2211.00
17:21:09.324 -> 80.1209.00,,,,21:09.3,->,80.1209.00
17:21:09.418 -> 76.2210.00,,,,21:09.4,->,76.2210.00
17:21:09.513 -> 78.2211.00,,,,21:09.5,->,78.2211.00
17:21:09.608 -> 80.1210.00,,,,21:09.6,->,80.1210.00
17:21:09.735 -> 78.2211.00,,,,21:09.7,->,78.2211.00
17:21:09.831 -> 80.1210.00,,,,21:09.8,->,80.1210.00
17:21:09.927 -> 78.2210.00,,,,21:09.9,->,78.2210.00
17:21:10.022 -> 78.2210.00,,,,21:10.0,->,78.2210.00
17:21:10.117 -> 78.2211.00,,,,21:10.1,->,78.2211.00
17:21:10.213 -> 80.1209.00,,,,21:10.2,->,80.1209.00
17:21:10.354 -> 76.2210.00,,,,21:10.4,->,76.2210.00
17:21:10.450 -> 78.2210.00,,,,21:10.4,->,78.2210.00
17:21:10.546 -> 78.2210.00,,,,21:10.5,->,78.2210.00
17:21:10.642 -> 78.2211.00,,,,21:10.6,->,78.2211.00
17:21:10.737 -> 80.1210.00,,,,21:10.7,->,80.1210.00
17:21:10.841 -> 78.2210.00,,,,21:10.8,->,78.2210.00
17:21:10.927 -> 78.2210.00,,,,21:10.9,->,78.2210.00
17:21:11.038 -> 78.2210.00,,,,21:11.0,->,78.2210.00
17:21:11.135 -> 78.2210.00,,,,21:11.1,->,78.2210.00
17:21:11.228 -> 78.2210.00,,,,21:11.2,->,78.2210.00
17:21:11.370 -> 78.2209.00,,,,21:11.4,->,78.2209.00
17:21:11.465 -> 76.2209.00,,,,21:11.5,->,76.2209.00
17:21:11.522 -> 76.2210.00,,,,21:11.5,->,76.2210.00
17:21:11.655 -> 78.2209.00,,,,21:11.7,->,78.2209.00
17:21:11.734 -> 76.2209.00,,,,21:11.7,->,76.2209.00
17:21:11.829 -> 76.2208.00,,,,21:11.8,->,76.2208.00
17:21:11.972 -> 74.3208.00,,,,21:12.0,->,74.3208.00
17:21:12.068 -> 74.3208.00,,,,21:12.1,->,74.3208.00
17:21:12.163 -> 74.3209.00,,,,21:12.2,->,74.3209.00
17:21:12.259 -> 76.2209.00,,,,21:12.3,->,76.2209.00
17:21:12.354 -> 76.2211.00,,,,21:12.4,->,76.2211.00
17:21:12.451 -> 80.1210.00,,,,21:12.5,->,80.1210.00
17:21:12.577 -> 78.2210.00,,,,21:12.6,->,78.2210.00
17:21:12.672 -> 78.2211.00,,,,21:12.7,->,78.2211.00
17:21:12.767 -> 80.1210.00,,,,21:12.8,->,80.1210.00
17:21:12.861 -> 78.2210.00,,,,21:12.9,->,78.2210.00
17:21:12.956 -> 78.2210.00,,,,21:13.0,->,78.2210.00
17:21:13.051 -> 78.2211.00,,,,21:13.1,->,78.2211.00
17:21:13.146 -> 80.1210.00,,,,21:13.1,->,80.1210.00
17:21:13.240 -> 78.2210.00,,,,21:13.2,->,78.2210.00
17:21:13.382 -> 78.2210.00,,,,21:13.4,->,78.2210.00
17:21:13.445 -> 78.2210.00,,,,21:13.4,->,78.2210.00
17:21:13.587 -> 78.2210.00,,,,21:13.6,->,78.2210.00
17:21:13.682 -> 78.2210.00,,,,21:13.7,->,78.2210.00
17:21:13.778 -> 78.2210.00,,,,21:13.8,->,78.2210.00
17:21:13.873 -> 78.2210.00,,,,21:13.9,->,78.2210.00
17:21:13.968 -> 78.2210.00,,,,21:14.0,->,78.2210.00
17:21:14.063 -> 78.2211.00,,,,21:14.1,->,78.2211.00
17:21:14.158 -> 80.1210.00,,,,21:14.2,->,80.1210.00
17:21:14.301 -> 78.2210.00,,,,21:14.3,->,78.2210.00
17:21:14.395 -> 78.2209.00,,,,21:14.4,->,78.2209.00
17:21:14.490 -> 76.2209.00,,,,21:14.5,->,76.2209.00
17:21:14.589 -> 76.2209.00,,,,21:14.6,->,76.2209.00
17:21:14.681 -> 76.2208.00,,,,21:14.7,->,76.2208.00
17:21:14.776 -> 74.3209.00,,,,21:14.8,->,74.3209.00
17:21:14.872 -> 76.2209.00,,,,21:14.9,->,76.2209.00
17:21:14.967 -> 76.2209.00,,,,21:15.0,->,76.2209.00
17:21:15.062 -> 76.2209.00,,,,21:15.1,->,76.2209.00
17:21:15.205 -> 76.2210.00,,,,21:15.2,->,76.2210.00
17:21:15.299 -> 78.2210.00,,,,21:15.3,->,78.2210.00
17:21:15.393 -> 78.2209.00,,,,21:15.4,->,78.2209.00
17:21:15.487 -> 76.2209.00,,,,21:15.5,->,76.2209.00
17:21:15.581 -> 76.2210.00,,,,21:15.6,->,76.2210.00
17:21:15.675 -> 78.2210.00,,,,21:15.7,->,78.2210.00
17:21:15.769 -> 78.2209.00,,,,21:15.8,->,78.2209.00
17:21:15.864 -> 76.2210.00,,,,21:15.9,->,76.2210.00
17:21:16.007 -> 78.2210.00,,,,21:16.0,->,78.2210.00
17:21:16.102 -> 78.2210.00,,,,21:16.1,->,78.2210.00
17:21:16.199 -> 78.2211.00,,,,21:16.2,->,78.2211.00
17:21:16.292 -> 80.1211.00,,,,21:16.3,->,80.1211.00
17:21:16.370 -> 80.1210.00,,,,21:16.4,->,80.1210.00
17:21:16.512 -> 78.2210.00,,,,21:16.5,->,78.2210.00
17:21:16.606 -> 78.2210.00,,,,21:16.6,->,78.2210.00
17:21:16.701 -> 78.2210.00,,,,21:16.7,->,78.2210.00
17:21:16.796 -> 78.2210.00,,,,21:16.8,->,78.2210.00
17:21:16.890 -> 78.2211.00,,,,21:16.9,->,78.2211.00
17:21:16.985 -> 80.1211.00,,,,21:17.0,->,80.1211.00
17:21:17.079 -> 80.1210.00,,,,21:17.1,->,80.1210.00
17:21:17.221 -> 78.2209.00,,,,21:17.2,->,78.2209.00
17:21:17.316 -> 76.2208.00,,,,21:17.3,->,76.2208.00
17:21:17.410 -> 74.3206.00,,,,21:17.4,->,74.3206.00
17:21:17.504 -> 70.3205.00,,,,21:17.5,->,70.3205.00
17:21:17.599 -> 68.4206.00,,,,21:17.6,->,68.4206.00
17:21:17.698 -> 70.3208.00,,,,21:17.7,->,70.3208.00
17:21:17.790 -> 74.3207.00,,,,21:17.8,->,74.3207.00
17:21:17.931 -> 72.3208.00,,,,21:17.9,->,72.3208.00
17:21:18.025 -> 74.3210.00,,,,21:18.0,->,74.3210.00
17:21:18.120 -> 78.2209.00,,,,21:18.1,->,78.2209.00
17:21:18.214 -> 76.2211.00,,,,21:18.2,->,76.2211.00
17:21:18.309 -> 80.1211.00,,,,21:18.3,->,80.1211.00
17:21:18.404 -> 80.1211.00,,,,21:18.4,->,80.1211.00
17:21:18.498 -> 80.1211.00,,,,21:18.5,->,80.1211.00
17:21:18.625 -> 80.1211.00,,,,21:18.6,->,80.1211.00
17:21:18.720 -> 80.1211.00,,,,21:18.7,->,80.1211.00
17:21:18.800 -> 80.1211.00,,,,21:18.8,->,80.1211.00
17:21:18.943 -> 80.1210.00,,,,21:18.9,->,80.1210.00
17:21:19.037 -> 78.2210.00,,,,21:19.0,->,78.2210.00
17:21:19.132 -> 78.2210.00,,,,21:19.1,->,78.2210.00
17:21:19.227 -> 78.2210.00,,,,21:19.2,->,78.2210.00
17:21:19.326 -> 78.2210.00,,,,21:19.3,->,78.2210.00
17:21:19.418 -> 78.2211.00,,,,21:19.4,->,78.2211.00
17:21:19.512 -> 80.1211.00,,,,21:19.5,->,80.1211.00
17:21:19.608 -> 80.1209.00,,,,21:19.6,->,80.1209.00
17:21:19.703 -> 76.2211.00,,,,21:19.7,->,76.2211.00
17:21:19.846 -> 80.1210.00,,,,21:19.8,->,80.1210.00
17:21:19.940 -> 78.2210.00,,,,21:19.9,->,78.2210.00
17:21:20.035 -> 78.2210.00,,,,21:20.0,->,78.2210.00
17:21:20.129 -> 78.2210.00,,,,21:20.1,->,78.2210.00
